CD_MUN,NM_MUN,SIGLA_UF,ng_oficial,ng_medio,ng_max,_merge
3138351,Leme do Prado,MG,6,3.46045623,3.46045623,both
3138401,Leopoldina,MG,20,10.106621571666667,10.69857992,both
3138500,Liberdade,MG,26,13.238494793333333,14.61195458,both
3138609,Lima Duarte,MG,30,13.701021227999998,15.58473588,both
3138625,Limeira do Oeste,MG,12,6.7912403857142865,6.92884118,both
3138658,Lontra,MG,8,3.8368668250000004,3.88235153,both
3138674,Luisburgo,MG,12,6.16700754,6.16700754,both
3138682,Luislândia,MG,10,5.1769054400000005,5.22182687,both
3138708,Luminárias,MG,14,7.0027714324999994,7.41466855,both
3138807,Luz,MG,14,6.77769489,7.47465767,both
3138906,Machacalis,MG,8,3.300062785,3.62070885,both
3139003,Machado,MG,12,5.5581743125,6.18756719,both
3139102,Madre de Deus de Minas,MG,14,6.501172275,6.79168296,both
3139201,Malacacheta,MG,8,4.298670382,4.6075721,both
3139250,Mamonas,MG,8,2.43782482,2.43782482,both
3139300,Manga,MG,10,4.426529391818182,4.79824174,both
3139409,Manhuaçu,MG,12,5.0577721250000005,5.57556553,both
3139508,Manhumirim,MG,12,6.25882187,6.25882187,both
3139607,Mantena,MG,8,3.5453704024999997,3.646338,both
3139706,Maravilhas,MG,10,4.882310990000001,4.95117174,both
3139805,Mar de Espanha,MG,24,12.381654914999999,13.07927485,both
3139904,Maria da Fé,MG,12,5.49726987,5.49726987,both
3140001,Mariana,MG,18,9.0493016225,9.6044122,both
3140100,Marilac,MG,12,5.62119105,5.62119105,both
3140159,Mário Campos,MG,12,6.17376688,6.17376688,both
3140209,Maripá de Minas,MG,22,11.66375696,11.66375696,both
3140308,Marliéria,MG,14,7.20597401,7.95541553,both
3140407,Marmelópolis,MG,14,7.09388167,7.09388167,both
3140506,Martinho Campos,MG,14,6.275250815,6.96996048,both
3140530,Martins Soares,MG,12,6.13940691,6.13940691,both
3140555,Mata Verde,MG,6,2.681160965,2.74509303,both
3140605,Materlândia,MG,14,7.0840243,7.3335565,both
3140704,Mateus Leme,MG,10,5.1215633700000005,5.35645034,both
3140803,Matias Barbosa,MG,30,16.63468627,16.63468627,both
3140852,Matias Cardoso,MG,8,3.9380456533333335,4.17384795,both
3140902,Matipó,MG,10,5.310402355,5.42883158,both
3141009,Mato Verde,MG,10,3.5829692166666667,3.93023017,both
3141108,Matozinhos,MG,10,5.085795210000001,5.08917488,both
3141207,Matutina,MG,10,4.90695441,4.90695441,both
3141306,Medeiros,MG,14,7.6338642042857145,8.25000999,both
3141405,Medina,MG,6,3.1950677460000003,3.42440643,both
3141504,Mendes Pimentel,MG,8,4.362827760000001,4.57067738,both
3141603,Mercês,MG,20,10.439659753333332,11.3849343,both
3141702,Mesquita,MG,14,6.79956886,6.79956886,both
3141801,Minas Novas,MG,6,2.9174561310000002,3.08981923,both
3141900,Minduri,MG,14,6.575806625,6.79759738,both
3142007,Mirabela,MG,8,3.716466126666667,3.87474728,both
3142106,Miradouro,MG,12,6.219251585,6.25459729,both
3142205,Miraí,MG,14,6.99446308,7.06909743,both
3142254,Miravânia,MG,10,4.74313436,4.8210545,both
3142304,Moeda,MG,16,7.38340662,7.38340662,both
3142403,Moema,MG,12,6.49032917,6.49032917,both
3142502,Monjolos,MG,10,4.77894946,5.01087922,both
3142601,Monsenhor Paulo,MG,12,5.8784683300000005,5.93465532,both
3142700,Montalvânia,MG,8,4.522642274444444,4.6847412,both
3142809,Monte Alegre de Minas,MG,20,9.712467715333334,11.73585656,both
3142908,Monte Azul,MG,10,3.7352655325,5.32265365,both
3143005,Monte Belo,MG,12,5.846596176666666,6.4897659,both
3143104,Monte Carmelo,MG,12,5.6604595828571425,6.22333535,both
3143153,Monte Formoso,MG,6,2.333618375,2.44542908,both
3143203,Monte Santo de Minas,MG,16,8.46940681,8.80202253,both
3143302,Montes Claros,MG,8,4.28822023047619,4.60391079,both
3143401,Monte Sião,MG,14,7.7550293450000005,7.83684549,both
3143450,Montezuma,MG,6,2.43371289,2.72171699,both
3143500,Morada Nova de Minas,MG,14,6.687038405555556,7.54309596,both
3143609,Morro da Garça,MG,10,5.481075625,5.50318429,both
3143708,Morro do Pilar,MG,14,7.4726862,7.4726862,both
3143807,Munhoz,MG,14,7.5394346500000005,7.74784755,both
3143906,Muriaé,MG,16,7.353327564,8.29422732,both
3144003,Mutum,MG,12,4.2180250471428575,5.05284344,both
3144102,Muzambinho,MG,14,6.67198636,6.67198636,both
3144201,Nacip Raydan,MG,12,6.40893549,6.40893549,both
3144300,Nanuque,MG,6,2.35185450125,2.55104372,both
3144359,Naque,MG,10,5.20211214,5.20211214,both
3144375,Natalândia,MG,12,5.500180136666667,6.08420566,both
3144409,Natércia,MG,10,5.13254729,5.13254729,both
3144508,Nazareno,MG,10,4.843116223333333,5.08072571,both
3144607,Nepomuceno,MG,14,6.61931986,6.61931986,both
3144656,Ninheira,MG,4,1.7819578725,1.87004049,both
3144672,Nova Belém,MG,8,3.58099774,3.58099774,both
3144706,Nova Era,MG,16,8.64486794,8.92059257,both
3144805,Nova Lima,MG,14,7.803752905,8.03962561,both
3144904,Nova Módica,MG,10,5.04918213,5.07312145,both
3145000,Nova Ponte,MG,14,6.40519371,7.63040407,both
3145059,Nova Porteirinha,MG,8,3.08686202,3.19149093,both
3145109,Nova Resende,MG,14,7.181471413333334,7.74756591,both
3145208,Nova Serrana,MG,10,4.87850887,4.87850887,both
3145307,Novo Cruzeiro,MG,8,2.813869286,3.36131928,both
3145356,Novo Oriente de Minas,MG,6,3.315355786,3.40807136,both
3145372,Novorizonte,MG,6,3.3746501966666664,3.43877002,both
3145406,Olaria,MG,28,12.0527005,12.0527005,both
3145455,Olhos-d'Água,MG,10,4.315535866666667,5.43559092,both
3145505,Olímpio Noronha,MG,10,4.92159964,4.92159964,both
3145604,Oliveira,MG,12,5.184415818333334,6.18362424,both
3145703,Oliveira Fortes,MG,20,11.21623251,11.21623251,both
3145802,Onça de Pitangui,MG,10,4.67544711,4.67544711,both
3145851,Oratórios,MG,10,4.96638025,4.96638025,both
3145877,Orizânia,MG,10,5.71835653,5.71835653,both
3145901,Ouro Branco,MG,20,10.53382108,10.53382108,both
3146008,Ouro Fino,MG,14,7.553047203333333,7.79319144,both
3146107,Ouro Preto,MG,18,9.237758381428572,9.92181941,both
3146206,Ouro Verde de Minas,MG,10,5.26322781,5.26322781,both
3146255,Padre Carvalho,MG,6,3.48059342,3.48129752,both
3146305,Padre Paraíso,MG,6,2.570054355,2.68454063,both
3146404,Paineiras,MG,12,6.4464638899999995,6.86969698,both
3146503,Pains,MG,14,7.36031221,7.59914213,both
3146552,Pai Pedro,MG,10,4.906156435,5.46826105,both
3146602,Paiva,MG,20,11.3849343,11.3849343,both
3146701,Palma,MG,18,9.142242509999999,9.53005949,both
3146750,Palmópolis,MG,6,2.898023035,3.29288099,both
3146909,Papagaios,MG,10,4.8246454,5.0424228,both
3147006,Paracatu,MG,14,6.61907342625,7.87852807,both
3147105,Pará de Minas,MG,10,4.5520187925,4.79993157,both
3147204,Paraguaçu,MG,10,5.370813934999999,5.53022164,both
3147303,Paraisópolis,MG,16,7.077077206666666,7.23920742,both
3147402,Paraopeba,MG,10,5.1718359425,5.32209038,both
3147501,Passabém,MG,16,8.57417654,8.57417654,both
3147600,Passa Quatro,MG,16,6.70550141,6.70550141,both
3147709,Passa Tempo,MG,14,6.404570079999999,6.87532976,both
3147808,Passa Vinte,MG,30,15.77906683,15.77906683,both
3147907,Passos,MG,16,7.9432648214285715,8.60740995,both
3147956,Patis,MG,8,3.3462985333333335,3.63957867,both
3148004,Patos de Minas,MG,14,6.850479256470588,7.6436411,both
3148103,Patrocínio,MG,14,6.33866654375,6.96460934,both
3148202,Patrocínio do Muriaé,MG,14,7.47465767,7.47465767,both
3148301,Paula Cândido,MG,14,7.477051605,7.98160797,both
3148400,Paulistas,MG,14,6.8344921,6.8344921,both
3148509,Pavão,MG,8,3.6438032533333335,3.87953514,both
3148608,Peçanha,MG,14,5.906162835,6.73732662,both
3148707,Pedra Azul,MG,8,3.3748379544444447,3.7530792,both
3148756,Pedra Bonita,MG,10,4.78472306,4.78472306,both
3148806,Pedra do Anta,MG,10,4.50252073,4.50252073,both
3148905,Pedra do Indaiá,MG,14,6.66452293,7.13443769,both
3149002,Pedra Dourada,MG,12,6.35176276,6.35176276,both
3149101,Pedralva,MG,10,5.18465052,5.38771228,both
3149150,Pedras de Maria da Cruz,MG,10,4.037494415714286,5.12100009,both
3149200,Pedrinópolis,MG,12,5.916067145,5.93578188,both
3149309,Pedro Leopoldo,MG,10,5.378418185,5.56092029,both
3149408,Pedro Teixeira,MG,30,16.6932672,16.6932672,both
3149507,Pequeri,MG,24,13.96531132,13.96531132,both
3149606,Pequi,MG,10,4.86583511,4.86583511,both
3149705,Perdigão,MG,10,5.13986991,5.13986991,both
3149804,Perdizes,MG,16,6.5836321700000004,8.41223408,both
3149903,Perdões,MG,12,5.70863998,6.00591,both
3149952,Periquito,MG,12,5.78679482,5.78679482,both
3150000,Pescador,MG,10,4.97604986,5.13733516,both
3150109,Piau,MG,28,12.75567158,12.75567158,both
3150158,Piedade de Caratinga,MG,8,3.84517518,3.84517518,both
3150208,Piedade de Ponte Nova,MG,12,5.16437251,5.16437251,both
3150307,Piedade do Rio Grande,MG,16,7.49465404,7.49465404,both
3150406,Piedade dos Gerais,MG,14,6.68578668,6.68578668,both
3150505,Pimenta,MG,14,6.35993029,6.77422134,both
3150539,Pingo-d'Água,MG,12,6.3210641,6.3210641,both
3150570,Pintópolis,MG,12,5.6488386183333335,6.72577942,both
3150604,Piracema,MG,14,6.00774065,6.46047543,both
3150703,Pirajuba,MG,16,8.771323876666665,8.94481353,both
3150802,Piranga,MG,18,8.647121053333333,9.35178197,both
3150901,Piranguçu,MG,14,7.044172375,7.5974523,both
3151008,Piranguinho,MG,12,6.19038358,6.19038358,both
3151107,Pirapetinga,MG,18,10.02292783,10.02292783,both
3151206,Pirapora,MG,12,5.778965252000001,5.99689755,both
3151305,Piraúba,MG,16,8.03906233,8.03906233,both
3151404,Pitangui,MG,10,4.97529882,5.07959915,both
3151503,Piumhi,MG,12,6.429166558333333,6.68663159,both
3151602,Planura,MG,16,8.33337515,8.33337515,both
3151701,Poço Fundo,MG,12,6.529383123333333,6.91898381,both
3151800,Poços de Caldas,MG,14,7.554079883333333,7.79854258,both
3151909,Pocrane,MG,8,3.8672134325,4.04175924,both
3152006,Pompéu,MG,10,4.853885565,5.79073776,both
3152105,Ponte Nova,MG,14,5.565708154999999,5.79975021,both
3152131,Ponto Chique,MG,12,5.696858080000001,6.50159474,both
3152170,Ponto dos Volantes,MG,6,2.445710714285714,2.81155985,both
3152204,Porteirinha,MG,10,3.29694911,3.76378149,both
3152303,Porto Firme,MG,14,7.02412906,7.56590872,both
3152402,Poté,MG,8,4.02535376,4.32001862,both
3152501,Pouso Alegre,MG,14,6.73831236,6.90236711,both
3152600,Pouso Alto,MG,14,6.376828635,6.47878197,both
3152709,Prados,MG,16,8.48208057,8.48208057,both
3152808,Prata,MG,20,9.64377907962963,10.97909242,both
3152907,Pratápolis,MG,14,7.565063804999999,7.83093107,both
3153004,Pratinha,MG,14,7.367822586666667,7.5059196,both
3153103,Presidente Bernardes,MG,16,8.01822104,8.01822104,both
3153202,Presidente Juscelino,MG,10,5.42798666,5.83974296,both
3153301,Presidente Kubitschek,MG,12,6.256005484999999,6.27853661,both
3153400,Presidente Olegário,MG,14,6.510654125555556,7.61181589,both
3153509,Alto Jequitibá,MG,12,6.25882187,6.25882187,both
3153608,Prudente de Morais,MG,10,5.08889324,5.08889324,both
3153707,Quartel Geral,MG,14,6.17639551,6.68860307,both
3153806,Queluzito,MG,18,9.29658071,9.29658071,both
3153905,Raposos,MG,14,7.42480756,7.42480756,both
3154002,Raul Soares,MG,12,5.3621535325,5.73638143,both
3154101,Recreio,MG,18,9.64778461,9.64778461,both
3154150,Reduto,MG,12,5.80200333,5.80200333,both
3154200,Resende Costa,MG,14,7.642739856,8.00864532,both
3154309,Resplendor,MG,8,4.117745449999999,4.58475933,both
3154408,Ressaquinha,MG,20,11.10047886,11.10047886,both
3154457,Riachinho,MG,12,5.35022612,5.70511949,both
3154507,Riacho dos Machados,MG,8,3.287570082857143,3.53762533,both
3154606,Ribeirão das Neves,MG,12,5.11029781,5.11029781,both
3154705,Ribeirão Vermelho,MG,12,5.41136996,5.41136996,both
3154804,Rio Acima,MG,16,8.24747523,8.24747523,both
3154903,Rio Casca,MG,14,5.99732001,6.06561748,both
3155009,Rio Doce,MG,16,7.24258709,7.24258709,both
3155108,Rio do Prado,MG,6,2.297427755,2.37614587,both
3155207,Rio Espera,MG,18,10.14163869,10.18937651,both
3155306,Rio Manso,MG,12,5.68160263,5.88818488,both
3155405,Rio Novo,MG,22,11.08076412,11.08076412,both
3155504,Rio Paranaíba,MG,12,5.456573025,5.73638143,both
3155603,Rio Pardo de Minas,MG,8,3.106611961875,3.65985668,both
3155702,Rio Piracicaba,MG,18,9.93177066,10.64422359,both
3155801,Rio Pomba,MG,18,8.88116311,8.88116311,both
3155900,Rio Preto,MG,30,15.958611724999999,16.5504762,both
3156007,Rio Vermelho,MG,14,6.2805080779999995,6.66381883,both
3156106,Ritápolis,MG,14,7.031639439999999,7.45437966,both
3156205,Rochedo de Minas,MG,22,12.17380529,12.17380529,both
3156304,Rodeiro,MG,14,7.50648288,7.50648288,both
3156403,Romaria,MG,12,5.76750254,5.94113302,both
3156452,Rosário da Limeira,MG,12,6.37992666,6.37992666,both
3156502,Rubelita,MG,8,3.4928447183333335,3.75054445,both
3156601,Rubim,MG,8,3.124789415,3.68182452,both
3156700,Sabará,MG,14,6.326837705,6.68944799,both
3156809,Sabinópolis,MG,14,7.610528397142858,8.01681285,both
3156908,Sacramento,MG,18,8.136439036875,9.94068923,both
3157005,Salinas,MG,6,3.1360362,3.45116214,both
3157104,Salto da Divisa,MG,6,2.40774577,2.75044417,both
3157203,Santa Bárbara,MG,18,8.864077003333334,9.55766012,both
3157252,Santa Bárbara do Leste,MG,8,4.66080188,4.66080188,both
3157278,Santa Bárbara do Monte Verde,MG,30,16.99002088,17.56409515,both
3157302,Santa Bárbara do Tugúrio,MG,20,11.56630985,11.56630985,both
3157336,Santa Cruz de Minas,MG,14,7.95400734,7.95400734,both
3157377,Santa Cruz de Salinas,MG,6,2.98448623,2.98448623,both
3157401,Santa Cruz do Escalvado,MG,14,6.19038358,6.19038358,both
3157500,Santa Efigênia de Minas,MG,16,8.00949023,8.00949023,both
3157609,Santa Fé de Minas,MG,12,5.314787878571429,6.4407607,both
3157658,Santa Helena de Minas,MG,6,2.38093373,2.38093373,both
3157708,Santa Juliana,MG,14,6.356494294,7.36763483,both
3157807,Santa Luzia,MG,12,5.67244936,6.02928604,both
3157906,Santa Margarida,MG,10,5.23196588,5.23196588,both
3158003,Santa Maria de Itabira,MG,16,8.276822026,8.44969208,both
3158102,Santa Maria do Salto,MG,6,3.0152787599999997,3.4263779,both
3158201,Santa Maria do Suaçuí,MG,10,4.935587713333334,5.40010439,both
3158300,Santana da Vargem,MG,12,5.87241309,5.87241309,both
3158409,Santana de Cataguases,MG,16,7.95569717,7.95569717,both
3158508,Santana de Pirapama,MG,12,5.8672966466666665,6.06251945,both
3158607,Santana do Deserto,MG,26,12.3794018,12.3794018,both
3158706,Santana do Garambéu,MG,22,8.95115041,9.69594489,both
3158805,Santana do Jacaré,MG,12,5.45896696,5.45896696,both
3158904,Santana do Manhuaçu,MG,12,5.302000123333333,5.55556915,both
3158953,Santana do Paraíso,MG,12,5.53824835,5.78482334,both
3159001,Santana do Riacho,MG,12,5.936345153333334,6.51257866,both
3159100,Santana dos Montes,MG,20,11.05119202,11.05119202,both
3159209,Santa Rita de Caldas,MG,14,7.55196759,7.91514115,both
3159308,Santa Rita de Jacutinga,MG,30,15.671480705,16.21138277,both
3159357,Santa Rita de Minas,MG,8,4.2059548,4.2059548,both
3159407,Santa Rita de Ibitipoca,MG,24,11.92258325,11.92258325,both
3159506,Santa Rita do Itueto,MG,8,3.311750806666667,3.52607813,both
3159605,Santa Rita do Sapucaí,MG,12,6.081248445,6.35007292,both
3159704,Santa Rosa da Serra,MG,12,6.60692774,6.60692774,both
3159803,Santa Vitória,MG,14,7.349685032,8.01878432,both
3159902,Santo Antônio do Amparo,MG,10,5.196948756666667,5.482343,both
3160009,Santo Antônio do Aventureiro,MG,20,11.058233,11.058233,both
3160108,Santo Antônio do Grama,MG,10,4.80978894,4.80978894,both
3160207,Santo Antônio do Itambé,MG,14,6.749061586666667,7.39185579,both
3160306,Santo Antônio do Jacinto,MG,8,3.3768094266666666,3.56297284,both
3160405,Santo Antônio do Monte,MG,14,6.7501210842857144,8.0308948,both
3160454,Santo Antônio do Retiro,MG,6,2.8651416750000003,3.02560553,both
3160504,Santo Antônio do Rio Abaixo,MG,16,8.10045965,8.10045965,both
3160603,Santo Hipólito,MG,10,4.47886305,4.5895472,both
3160702,Santos Dumont,MG,28,13.219906619999998,14.40354168,both
3160801,São Bento Abade,MG,14,7.73630035,7.73630035,both
3160900,São Brás do Suaçuí,MG,16,9.25433485,9.25433485,both
3160959,São Domingos das Dores,MG,8,3.5345273,3.5345273,both
3161007,São Domingos do Prata,MG,18,8.746398817500001,9.39712585,both
3161056,São Félix de Minas,MG,10,4.73628114,4.73628114,both
3161106,São Francisco,MG,12,5.389733451176471,6.148701,both
3161205,São Francisco de Paula,MG,12,5.67357592,5.67357592,both
3161304,São Francisco de Sales,MG,16,8.853723415714287,9.15745102,both
3161403,São Francisco do Glória,MG,12,5.64203234,5.64203234,both
3161502,São Geraldo,MG,14,6.06195617,6.06195617,both
3161601,São Geraldo da Piedade,MG,14,7.68645024,7.68645024,both
3161650,São Geraldo do Baixio,MG,8,4.6603794149999995,4.74529359,both
3161700,São Gonçalo do Abaeté,MG,16,6.948079294615384,7.75883147,both
3161809,São Gonçalo do Pará,MG,10,4.70107626,4.70107626,both
3161908,São Gonçalo do Rio Abaixo,MG,16,8.16270188,8.55389853,both
3162005,São Gonçalo do Sapucaí,MG,12,5.557071226666667,5.64879168,both
3162104,São Gotardo,MG,12,5.896821806666666,6.31008018,both
3162203,São João Batista do Glória,MG,16,7.630896935,8.33647318,both
3162252,São João da Lagoa,MG,10,4.652191768571429,5.2083082,both
3162302,São João da Mata,MG,14,7.28032672,7.28032672,both
3162401,São João da Ponte,MG,8,3.065419047272727,3.49425291,both
3162450,São João das Missões,MG,10,4.4666821575,4.69713331,both
3162500,São João del Rei,MG,16,6.763393883333333,8.3164768,both
3162559,São João do Manhuaçu,MG,12,5.67413919,5.67413919,both
3162575,São João do Manteninha,MG,8,3.90262954,3.90262954,both
3162609,São João do Oriente,MG,8,3.98120684,3.98120684,both
3162658,São João do Pacuí,MG,10,4.72234001,4.84499382,both
3162708,São João do Paraíso,MG,6,2.0448209908333332,2.78142447,both
3162807,São João Evangelista,MG,14,6.499059985,6.69874207,both
3162906,São João Nepomuceno,MG,24,10.832921755000001,11.36803596,both
3162922,São Joaquim de Bicas,MG,12,5.66202872,5.66202872,both
3162948,São José da Barra,MG,12,6.50807243,6.59453562,both
3162955,São José da Lapa,MG,10,5.56092029,5.56092029,both
3163003,São José da Safira,MG,10,5.00130349,5.00130349,both
3163102,São José da Varginha,MG,10,5.2508357,5.2508357,both
3163201,São José do Alegre,MG,12,5.66512674,5.66512674,both
3163300,São José do Divino,MG,10,4.73628114,4.73628114,both
3163409,São José do Goiabal,MG,14,6.68747651,6.68747651,both
3163508,São José do Jacuri,MG,12,5.18915674,5.30519203,both
3163607,São José do Mantimento,MG,12,5.55556915,5.55556915,both
3163706,São Lourenço,MG,12,5.30265728,5.30265728,both
3163805,São Miguel do Anta,MG,10,4.57067738,4.57067738,both
3163904,São Pedro da União,MG,14,8.03962561,8.03962561,both
3164001,São Pedro dos Ferros,MG,12,5.41888033,5.81721183,both
3164100,São Pedro do Suaçuí,MG,12,5.339692815,5.75778599,both
3164209,São Romão,MG,10,4.542070899285714,5.23534555,both
3164308,São Roque de Minas,MG,18,8.642646121111111,10.14684902,both
3164407,São Sebastião da Bela Vista,MG,12,6.26389137,6.26389137,both
3164431,São Sebastião da Vargem Alegre,MG,12,6.37992666,6.37992666,both
3164472,São Sebastião do Anta,MG,8,3.36779698,3.36779698,both
3164506,São Sebastião do Maranhão,MG,10,4.57386929,4.81908303,both
3164605,São Sebastião do Oeste,MG,12,5.7549696,5.7549696,both
3164704,São Sebastião do Paraíso,MG,16,8.617999573999999,9.17209625,both
3164803,São Sebastião do Rio Preto,MG,16,8.68880363,8.68880363,both
3164902,São Sebastião do Rio Verde,MG,12,5.94338613,5.94338613,both
3165008,São Tiago,MG,12,5.888372633333333,6.47005116,both
3165107,São Tomás de Aquino,MG,16,7.93879883,7.93879883,both
3165206,São Tomé das Letras,MG,14,7.087967245,7.21695793,both
3165305,São Vicente de Minas,MG,14,7.228927595,7.33524634,both
3165404,Sapucaí-Mirim,MG,18,8.74132932,8.78005469,both
3165503,Sardoá,MG,14,7.55774119,7.55774119,both
3165537,Sarzedo,MG,12,5.67301264,5.67301264,both
3165552,Setubinha,MG,8,3.4611133833333336,3.78715753,both
3165560,Sem-Peixe,MG,16,7.41889314,7.41889314,both
3165578,Senador Amaral,MG,14,7.33102175,7.33102175,both
3165602,Senador Cortes,MG,22,11.66375696,11.66375696,both
3165701,Senador Firmino,MG,16,7.98160797,7.98160797,both
3165800,Senador José Bento,MG,14,7.3991784,7.3991784,both
3165909,Senador Modestino Gonçalves,MG,10,4.500924773333334,4.74473032,both
3166006,Senhora de Oliveira,MG,18,8.87384049,8.87384049,both
3166105,Senhora do Porto,MG,16,8.262120463333334,8.47391303,both
3166204,Senhora dos Remédios,MG,20,11.227779705,11.35705203,both
3166303,Sericita,MG,10,4.78472306,4.78472306,both
3166402,Seritinga,MG,20,9.29658071,9.29658071,both
3166501,Serra Azul de Minas,MG,14,7.0840243,7.0840243,both
3166600,Serra da Saudade,MG,12,5.99379952,5.99379952,both
3166709,Serra dos Aimorés,MG,6,2.3547413,2.3547413,both
3166808,Serra do Salitre,MG,12,6.381679084444444,6.99558964,both
3166907,Serrania,MG,10,5.10438339,5.10438339,both
3166956,Serranópolis de Minas,MG,8,3.47256671,3.60071248,both
3167004,Serranos,MG,18,8.41223408,8.41223408,both
3167103,Serro,MG,14,5.858049496,6.61227888,both
3167202,Sete Lagoas,MG,10,5.202769296666666,5.25843995,both
3167301,Silveirânia,MG,18,8.71696754,8.71696754,both
3167400,Silvianópolis,MG,14,6.67029653,6.94348641,both
3167509,Simão Pereira,MG,28,14.03966403,14.03966403,both
3167608,Simonésia,MG,10,4.782845466666667,5.0280592,both
3167707,Sobrália,MG,10,5.01285069,5.01285069,both
3167806,Soledade de Minas,MG,12,5.78369679,5.78369679,both
3167905,Tabuleiro,MG,22,10.055316325,10.49101194,both
3168002,Taiobeiras,MG,6,3.077427111428572,3.41792873,both
3168051,Taparuba,MG,10,4.49998598,4.49998598,both
3168101,Tapira,MG,16,8.397060776250001,9.39121143,both
3168200,Tapiraí,MG,14,7.0720077,7.60195852,both
3168309,Taquaraçu de Minas,MG,12,5.60598254,5.60598254,both
3168408,Tarumirim,MG,8,3.7589232125,3.95952063,both
3168507,Teixeiras,MG,12,5.313500384999999,5.7549696,both
3168606,Teófilo Otoni,MG,10,3.9847024776470583,4.88864787,both
3168705,Timóteo,MG,14,6.47709214,6.47709214,both
3168804,Tiradentes,MG,16,7.95400734,7.95400734,both
3168903,Tiros,MG,14,6.393142036153846,7.74277805,both
3169000,Tocantins,MG,16,7.74925575,7.74925575,both
3169059,Tocos do Moji,MG,12,6.49737015,6.49737015,both
3169109,Toledo,MG,14,8.12834191,8.12834191,both
3169208,Tombos,MG,14,6.7930911599999995,7.23441956,both
3169307,Três Corações,MG,14,6.77689691,7.29525359,both
3169356,Três Marias,MG,14,6.05489862882353,7.28877589,both
3169406,Três Pontas,MG,14,6.238938156000001,7.2383625,both
3169505,Tumiritinga,MG,8,4.2984732349999994,4.29945897,both
3169604,Tupaciguara,MG,18,7.757254297,8.41364228,both
3169703,Turmalina,MG,8,3.65577291,4.09301754,both
3169802,Turvolândia,MG,12,6.40949877,6.40949877,both
3169901,Ubá,MG,14,7.486110993333334,7.84219664,both
3170008,Ubaí,MG,10,4.3319178725,4.69572512,both
3170057,Ubaporanga,MG,8,3.38300549,3.38300549,both
3170107,Uberaba,MG,16,8.184745551153846,9.5258349,both
3170206,Uberlândia,MG,20,7.160219399583333,10.58169972,both
3170305,Umburatiba,MG,8,3.19247667,3.4638359,both
3170404,Unaí,MG,14,6.3605854084782605,7.55689627,both
3170438,União de Minas,MG,14,7.22959648875,7.85374384,both
3170479,Uruana de Minas,MG,10,4.93342848,5.39165522,both
3170503,Urucânia,MG,12,4.81316861,4.81316861,both
3170529,Urucuia,MG,14,5.8398133675,7.09979609,both
3170578,Vargem Alegre,MG,12,5.2623829,5.2623829,both
3170602,Vargem Bonita,MG,16,6.886501443333333,7.22428055,both
3170651,Vargem Grande do Rio Pardo,MG,6,2.62032693,2.80198412,both
3170701,Varginha,MG,14,6.183060965,6.20812684,both
3170750,Varjão de Minas,MG,16,8.230633218,8.58093587,both
3170800,Várzea da Palma,MG,10,5.325111595454545,5.91944681,both
3170909,Varzelândia,MG,8,3.259027976,3.72181727,both
3171006,Vazante,MG,12,5.345072122,5.76708008,both
3171030,Verdelândia,MG,10,3.569985655,4.57293049,both
3171071,Veredinha,MG,8,3.276827565,3.7184376,both
3171105,Veríssimo,MG,16,8.941602847999999,9.05155473,both
3171154,Vermelho Novo,MG,10,4.91821997,4.91821997,both
3171204,Vespasiano,MG,12,6.02928604,6.02928604,both
3171303,Viçosa,MG,12,5.926206145,6.38584108,both
3171402,Vieiras,MG,12,6.18390588,6.18390588,both
3171501,Mathias Lobato,MG,10,4.90779933,4.90779933,both
3171600,Virgem da Lapa,MG,8,3.49712563,3.65535045,both
3171709,Virgínia,MG,14,6.33035819,6.33035819,both
3171808,Virginópolis,MG,16,8.460112720000001,8.86173001,both
3171907,Virgolândia,MG,12,5.488116594999999,5.93944318,both
3172004,Visconde do Rio Branco,MG,14,6.82857768,7.16598127,both
3172103,Volta Grande,MG,18,10.35103733,10.35103733,both
3172202,Wenceslau Braz,MG,14,7.60083197,7.60083197,both
3200102,Afonso Cláudio,ES,10,3.714438328,4.45013586,both
3200136,Águia Branca,ES,10,3.645633905,4.09836869,both
3200169,Água Doce do Norte,ES,8,3.655162696666667,3.90713577,both
3200201,Alegre,ES,14,6.669845910000001,7.13838064,both
3200300,Alfredo Chaves,ES,12,4.4459112775000005,5.01285069,both
3200359,Alto Rio Novo,ES,8,3.80997029,3.80997029,both
3200409,Anchieta,ES,10,4.03711219,4.09949524,both
3200508,Apiacá,ES,12,6.2208006000000005,6.51764816,both
3200607,Aracruz,ES,8,3.467899547142857,4.7554326,both
3200706,Atílio Vivácqua,ES,10,4.91906489,4.91906489,both
3200805,Baixo Guandu,ES,8,2.7144647825,3.07996186,both
3200904,Barra de São Francisco,ES,10,3.8637633525000004,4.46027487,both
3201001,Boa Esperança,ES,8,2.9702165133333334,3.24415743,both
3201100,Bom Jesus do Norte,ES,12,6.36049357,6.36049357,both
3201159,Brejetuba,ES,10,4.780780115000001,5.12578796,both
3201209,Cachoeiro de Itapemirim,ES,12,5.829979471666667,6.3159946,both
3201308,Cariacica,ES,6,2.75213401,2.75213401,both
3201407,Castelo,ES,12,6.0549856075,6.59284579,both
3201506,Colatina,ES,8,3.4573984314285715,3.74744642,both
3201605,Conceição da Barra,ES,6,2.4385758583333335,2.69580619,both
3201704,Conceição do Castelo,ES,12,5.80369316,5.96760709,both
