CD_MUN,NM_MUN,SIGLA_UF,ng_oficial,ng_medio,ng_max,_merge
2405900,João Dias,RN,6,2.60990628,2.60990628,both
2406007,José da Penha,RN,6,2.34713705,2.34713705,both
2406106,Jucurutu,RN,8,3.4562316416666667,4.47182207,both
2406155,Jundiá,RN,2,0.08726527,0.08726527,both
2406205,Lagoa d'Anta,RN,2,0.24723626,0.24723626,both
2406304,Lagoa de Pedras,RN,2,0.10585345,0.10585345,both
2406403,Lagoa de Velhos,RN,2,0.56745986,0.56745986,both
2406502,Lagoa Nova,RN,6,2.36882325,2.36882325,both
2406601,Lagoa Salgada,RN,2,0.10585345,0.10585345,both
2406700,Lajes,RN,4,1.73443128,2.15449593,both
2406809,Lajes Pintadas,RN,4,1.12059896,1.12059896,both
2406908,Lucrécia,RN,6,2.64088658,2.64088658,both
2407005,Luís Gomes,RN,6,2.19716425,2.34713705,both
2407104,Macaíba,RN,2,0.13749090333333333,0.15654848,both
2407203,Macau,RN,6,1.7666789566666665,2.18913754,both
2407252,Major Sales,RN,6,2.34713705,2.34713705,both
2407302,Marcelino Vieira,RN,6,2.8878840300000004,2.99321704,both
2407401,Martins,RN,6,2.64088658,2.64088658,both
2407500,Maxaranguape,RN,2,0.14838095,0.14838095,both
2407609,Messias Targino,RN,6,2.6042735,2.6042735,both
2407708,Montanhas,RN,2,0.12331507,0.12331507,both
2407807,Monte Alegre,RN,2,0.0917715,0.0917715,both
2407906,Monte das Gameleiras,RN,2,0.49648682,0.49648682,both
2408003,Mossoró,RN,8,2.6713292,3.49622439,both
2408102,Natal,RN,2,0.12866621,0.12866621,both
2408201,Nísia Floresta,RN,2,0.073746595,0.07515479,both
2408300,Nova Cruz,RN,2,0.13260916,0.13260916,both
2408409,Olho d'Água do Borges,RN,6,2.63328232,2.63328232,both
2408508,Ouro Branco,RN,8,4.1352634,4.1352634,both
2408607,Paraná,RN,6,2.09169042,2.09169042,both
2408706,Paraú,RN,8,2.85436898,2.85436898,both
2408805,Parazinho,RN,4,0.79840389,1.08426753,both
2408904,Parelhas,RN,6,2.2270179900000002,2.41754681,both
2408953,Rio do Fogo,RN,2,0.14838095,0.14838095,both
2409100,Passa e Fica,RN,2,0.24723626,0.24723626,both
2409209,Passagem,RN,2,0.08726527,0.08726527,both
2409308,Patu,RN,6,2.93294628,2.98730262,both
2409332,Santa Maria,RN,2,0.4184728,0.4184728,both
2409407,Pau dos Ferros,RN,6,2.811278205,2.84901784,both
2409506,Pedra Grande,RN,2,0.80544486,0.80544486,both
2409605,Pedra Preta,RN,4,1.52784904,1.52784904,both
2409704,Pedro Avelino,RN,6,2.1769707279999997,2.60173875,both
2409803,Pedro Velho,RN,2,0.12331507,0.12331507,both
2409902,Pendências,RN,8,2.43472679,2.49415263,both
2410009,Pilões,RN,6,2.75269728,2.75269728,both
2410108,Poço Branco,RN,2,0.38833742,0.38833742,both
2410207,Portalegre,RN,6,2.45359661,2.45359661,both
2410256,Porto do Mangue,RN,4,1.6775871333333334,1.87905294,both
2410306,Serra Caiada,RN,2,0.3708758,0.3708758,both
2410405,Pureza,RN,2,0.170771255,0.19963926,both
2410504,Rafael Fernandes,RN,6,2.84901784,2.84901784,both
2410603,Rafael Godeiro,RN,6,2.63328232,2.63328232,both
2410702,Riacho da Cruz,RN,6,2.09450681,2.09450681,both
2410801,Riacho de Santana,RN,6,2.60371022,2.60371022,both
2410900,Riachuelo,RN,2,0.5922441,0.5922441,both
2411007,Rodolfo Fernandes,RN,6,2.25363288,2.25363288,both
2411056,Tibau,RN,4,1.70837967,1.70837967,both
2411106,Ruy Barbosa,RN,2,0.57140281,0.57140281,both
2411205,Santa Cruz,RN,4,0.8652227525,1.08285933,both
2411403,Santana do Matos,RN,8,3.4064871437499997,4.20398333,both
2411429,Santana do Seridó,RN,8,2.89858631,2.89858631,both
2411502,Santo Antônio,RN,2,0.181896,0.181896,both
2411601,São Bento do Norte,RN,4,1.32704039,1.32704039,both
2411700,São Bento do Trairí,RN,2,0.74996197,0.74996197,both
2411809,São Fernando,RN,6,2.9359504266666665,3.11094216,both
2411908,São Francisco do Oeste,RN,6,2.57216665,2.57216665,both
2412005,São Gonçalo do Amarante,RN,2,0.12838457,0.12838457,both
2412104,São João do Sabugi,RN,10,3.93614459,3.93614459,both
2412203,São José de Mipibu,RN,2,0.07994265666666667,0.09120822,both
2412302,São José do Campestre,RN,2,0.336797475,0.3477814,both
2412401,São José do Seridó,RN,10,4.86442691,4.86442691,both
2412500,São Miguel,RN,6,2.42993893,2.42993893,both
2412559,São Miguel do Gostoso,RN,2,0.416782965,0.49507862,both
2412609,São Paulo do Potengi,RN,2,0.36777777,0.36777777,both
2412708,São Pedro,RN,2,0.23371758,0.23371758,both
2412807,São Rafael,RN,10,4.711919365,4.80781746,both
2412906,São Tomé,RN,4,1.2225523016666666,1.56671523,both
2413003,São Vicente,RN,8,2.89943123,2.89943123,both
2413102,Senador Elói de Souza,RN,2,0.35820204,0.35820204,both
2413201,Senador Georgino Avelino,RN,2,0.0723384,0.0723384,both
2413300,Serra de São Bento,RN,2,0.32581355,0.32581355,both
2413359,Serra do Mel,RN,6,2.4136742724999998,2.86140996,both
2413409,Serra Negra do Norte,RN,10,3.8696777750000004,4.29664258,both
2413508,Serrinha,RN,2,0.15767503500000002,0.17767141,both
2413557,Serrinha dos Pintos,RN,6,2.72594157,2.72594157,both
2413607,Severiano Melo,RN,6,2.31108725,2.31108725,both
2413706,Sítio Novo,RN,2,0.59534213,0.59534213,both
2413805,Taboleiro Grande,RN,6,2.25363288,2.25363288,both
2413904,Taipu,RN,2,0.291735225,0.33567092,both
2414001,Tangará,RN,2,0.554645285,0.59534213,both
2414100,Tenente Ananias,RN,6,2.74959925,2.74959925,both
2414159,Tenente Laurentino Cruz,RN,8,3.28217871,3.28217871,both
2414209,Tibau do Sul,RN,2,0.08135085,0.08135085,both
2414308,Timbaúba dos Batistas,RN,8,3.42046348,3.42046348,both
2414407,Touros,RN,2,0.1976677825,0.28159622,both
2414456,Triunfo Potiguar,RN,8,2.878308305,2.91548466,both
2414506,Umarizal,RN,6,2.3907911,2.3907911,both
2414605,Upanema,RN,8,3.45038763,3.79279031,both
2414704,Várzea,RN,2,0.13260916,0.13260916,both
2414753,Venha-Ver,RN,4,2.27898039,2.27898039,both
2414803,Vera Cruz,RN,2,0.13232752,0.13232752,both
2414902,Viçosa,RN,6,2.45359661,2.45359661,both
2415008,Vila Flor,RN,2,0.08135085,0.08135085,both
2500106,Água Branca,PB,8,3.99726026,3.99726026,both
2500205,Aguiar,PB,6,2.66060131,2.66060131,both
2500304,Alagoa Grande,PB,2,0.7871383249999999,0.79079963,both
2500403,Alagoa Nova,PB,2,0.74292099,0.74292099,both
2500502,Alagoinha,PB,2,0.55309627,0.55309627,both
2500536,Alcantil,PB,4,1.230438195,1.42505078,both
2500577,Algodão de Jandaíra,PB,2,0.87078512,0.87078512,both
2500601,Alhandra,PB,2,0.15683012,0.15683012,both
2500700,São João do Rio do Peixe,PB,4,1.638251545,1.65937447,both
2500734,Amparo,PB,4,1.7396416,1.7396416,both
2500775,Aparecida,PB,8,2.8629589749999997,2.97716361,both
2500809,Araçagi,PB,2,0.28877801999999997,0.33060142,both
2500908,Arara,PB,2,0.76122753,0.76122753,both
2501005,Araruna,PB,2,0.39256201,0.39256201,both
2501104,Areia,PB,2,0.75207426,0.76122753,both
2501153,Areia de Baraúnas,PB,6,2.30883413,2.30883413,both
2501203,Areial,PB,2,0.82910254,0.82910254,both
2501302,Aroeiras,PB,2,0.458043085,0.50662582,both
2501351,Assunção,PB,4,1.69626919,1.69626919,both
2501401,Baía da Traição,PB,2,0.09768592,0.09768592,both
2501500,Bananeiras,PB,2,0.48099667,0.48099667,both
2501534,Baraúna,PB,4,1.37153936,1.37153936,both
2501575,Barra de Santana,PB,4,0.99076336,0.99076336,both
2501609,Barra de Santa Rosa,PB,4,0.8706912399999999,0.94316636,both
2501708,Barra de São Miguel,PB,4,1.245224245,1.35182463,both
2501807,Bayeux,PB,2,0.12697638,0.12697638,both
2501906,Belém,PB,2,0.38045153,0.38045153,both
2502003,Belém do Brejo do Cruz,PB,6,2.59488553,2.70200225,both
2502052,Bernardino Batista,PB,4,1.5816421,1.5816421,both
2502102,Boa Ventura,PB,8,3.28443182,3.28443182,both
2502151,Boa Vista,PB,4,1.17326547,1.18227792,both
2502201,Bom Jesus,PB,4,1.74386619,1.74386619,both
2502300,Bom Sucesso,PB,6,3.0765822,3.0765822,both
2502409,Bonito de Santa Fé,PB,6,2.51076934,2.51076934,both
2502508,Boqueirão,PB,4,1.46279041,1.46279041,both
2502607,Igaracy,PB,6,3.00011719,3.10699921,both
2502706,Borborema,PB,2,0.48099667,0.48099667,both
2502805,Brejo do Cruz,PB,6,2.6246923349999998,2.63778855,both
2502904,Brejo dos Santos,PB,6,2.75889334,2.75889334,both
2503001,Caaporã,PB,2,0.16105471,0.16105471,both
2503100,Cabaceiras,PB,4,1.0982790675,1.22058083,both
2503209,Cabedelo,PB,2,0.09515117,0.09515117,both
2503308,Cachoeira dos Índios,PB,4,2.12238908,2.12238908,both
2503407,Cacimba de Areia,PB,8,3.68027551,4.2189102,both
2503506,Cacimba de Dentro,PB,2,0.57647231,0.57647231,both
2503555,Cacimbas,PB,8,2.4975323,2.4975323,both
2503605,Caiçara,PB,2,0.21766415500000003,0.27117558,both
2503704,Cajazeiras,PB,4,1.7906182733333333,1.8889103,both
2503753,Cajazeirinhas,PB,10,4.5440155466666665,5.16042956,both
2503803,Caldas Brandão,PB,2,0.36890433,0.36890433,both
2503902,Camalaú,PB,4,1.5416493500000001,1.6343086,both
2504009,Campina Grande,PB,4,0.747849675,0.89134477,both
2504033,Capim,PB,2,0.12049868,0.12049868,both
2504074,Caraúbas,PB,4,1.3198116533333333,1.41885472,both
2504108,Carrapateira,PB,6,2.37361112,2.37361112,both
2504157,Casserengue,PB,2,0.7220797,0.7220797,both
2504207,Catingueira,PB,12,5.44910959,6.0419598,both
2504306,Catolé do Rocha,PB,6,2.6959000733333336,2.84282178,both
2504355,Caturité,PB,4,1.24283031,1.24283031,both
2504405,Conceição,PB,6,2.86403859,3.27513773,both
2504504,Condado,PB,12,5.79693382,5.79693382,both
2504603,Conde,PB,2,0.13373572,0.13373572,both
2504702,Congo,PB,4,1.3711169,1.38590295,both
2504801,Coremas,PB,8,3.59029183,3.59029183,both
2504850,Coxixola,PB,4,1.25465915,1.25465915,both
2504900,Cruz do Espírito Santo,PB,2,0.18865533,0.18865533,both
2505006,Cubati,PB,4,1.53657985,1.53657985,both
2505105,Cuité,PB,4,0.903905874,1.37153936,both
2505204,Cuitegi,PB,2,0.45395932,0.45395932,both
2505238,Cuité de Mamanguape,PB,2,0.20414548,0.20414548,both
2505279,Curral de Cima,PB,2,0.16499765,0.16499765,both
2505303,Curral Velho,PB,8,3.476368835,3.62352524,both
2505352,Damião,PB,2,0.71870003,0.71870003,both
2505402,Desterro,PB,6,2.4975323,2.4975323,both
2505501,Vista Serrana,PB,10,5.77862728,5.77862728,both
2505600,Diamante,PB,6,2.81043329,2.81043329,both
2505709,Dona Inês,PB,2,0.41340330000000003,0.44241212,both
2505808,Duas Estradas,PB,2,0.24695462,0.24695462,both
2505907,Emas,PB,10,5.05397,5.05397,both
2506004,Esperança,PB,2,0.74432919,0.74432919,both
2506103,Fagundes,PB,2,0.53929596,0.53929596,both
2506202,Frei Martinho,PB,6,2.18449049,2.19279884,both
2506251,Gado Bravo,PB,2,0.5250731799999999,0.6023831,both
2506301,Guarabira,PB,2,0.45395932,0.45395932,both
2506400,Gurinhém,PB,2,0.5090197599999999,0.64913519,both
2506509,Gurjão,PB,4,1.2495896499999999,1.30732566,both
2506608,Ibiara,PB,6,2.98533114,3.00927046,both
2506707,Imaculada,PB,8,3.52255764,3.80264768,both
2506806,Ingá,PB,2,0.7040548,0.7040548,both
2506905,Itabaiana,PB,2,0.40523577,0.40523577,both
2507002,Itaporanga,PB,6,3.245988085,3.42243495,both
2507101,Itapororoca,PB,2,0.16499765,0.16499765,both
2507200,Itatuba,PB,2,0.5035278,0.5035278,both
2507309,Jacaraú,PB,2,0.14697275,0.14697275,both
2507408,Jericó,PB,8,3.32949407,3.32949407,both
2507507,João Pessoa,PB,2,0.12697638,0.12697638,both
2507606,Juarez Távora,PB,2,0.79079963,0.79079963,both
2507705,Juazeirinho,PB,4,1.5671376825,1.66557053,both
2507804,Junco do Seridó,PB,6,2.120840065,2.2401142,both
2507903,Juripiranga,PB,2,0.33088306,0.33088306,both
2508000,Juru,PB,8,3.36131928,3.58381413,both
2508109,Lagoa,PB,8,3.90009479,3.90009479,both
2508208,Lagoa de Dentro,PB,2,0.19682287,0.19682287,both
2508307,Lagoa Seca,PB,2,0.65702108,0.65702108,both
2508406,Lastro,PB,6,2.48485854,2.48485854,both
2508505,Livramento,PB,4,1.82272513,1.82272513,both
2508554,Logradouro,PB,2,0.16415273,0.16415273,both
2508604,Lucena,PB,2,0.09233478,0.09233478,both
2508703,Mãe d'Água,PB,10,4.63320125,4.63320125,both
2508802,Malta,PB,12,6.02590637,6.02590637,both
2508901,Mamanguape,PB,2,0.11500672,0.12049868,both
2509008,Manaíra,PB,6,3.42271659,3.42271659,both
2509057,Marcação,PB,2,0.09205314,0.09205314,both
2509107,Mari,PB,2,0.23512578,0.23512578,both
2509156,Marizópolis,PB,4,2.01536624,2.01536624,both
2509206,Massaranduba,PB,2,0.707012015,0.76545212,both
2509305,Mataraca,PB,2,0.0903633,0.0903633,both
2509339,Matinhas,PB,2,0.76545212,0.76545212,both
2509370,Mato Grosso,PB,8,3.65478717,3.65478717,both
2509396,Maturéia,PB,10,4.51913743,4.51913743,both
2509404,Mogeiro,PB,2,0.53788776,0.53788776,both
2509503,Montadas,PB,2,0.75080689,0.75080689,both
2509602,Monte Horebe,PB,6,2.29728693,2.29728693,both
2509701,Monteiro,PB,6,1.876292874,2.35192491,both
2509800,Mulungu,PB,2,0.32046241,0.32046241,both
2509909,Natuba,PB,2,0.42635869,0.42635869,both
2510006,Nazarezinho,PB,6,2.37361112,2.37361112,both
2510105,Nova Floresta,PB,4,1.29831321,1.29831321,both
2510204,Nova Olinda,PB,6,3.31794687,3.31794687,both
2510303,Nova Palmeira,PB,4,1.918059945,2.0562039,both
2510402,Olho d'Água,PB,10,3.619394533333333,4.17215812,both
2510501,Olivedos,PB,4,1.22818508,1.22874836,both
2510600,Ouro Velho,PB,6,2.26349025,2.26349025,both
2510659,Parari,PB,4,1.30028468,1.30028468,both
2510709,Passagem,PB,8,2.30883413,2.30883413,both
2510808,Patos,PB,12,5.334576376666667,5.81355053,both
2510907,Paulista,PB,10,4.863394236666667,5.00721791,both
2511004,Pedra Branca,PB,8,3.55424203,3.55424203,both
2511103,Pedra Lavrada,PB,4,1.7882243450000002,1.85229723,both
2511202,Pedras de Fogo,PB,2,0.20959050333333332,0.22921136,both
2511301,Piancó,PB,8,3.69074309,4.12568767,both
2511400,Picuí,PB,4,1.5094486166666667,1.62952073,both
2511509,Pilar,PB,2,0.29201687,0.29201687,both
2511608,Pilões,PB,2,0.58858279,0.58858279,both
2511707,Pilõezinhos,PB,2,0.45395932,0.45395932,both
2511806,Pirpirituba,PB,2,0.38045153,0.38045153,both
2511905,Pitimbu,PB,2,0.15683012,0.15683012,both
2512002,Pocinhos,PB,4,0.9092757933333333,1.0141394,both
2512036,Poço Dantas,PB,4,1.885249,1.885249,both
2512077,Poço de José de Moura,PB,4,1.61712862,1.61712862,both
2512101,Pombal,PB,10,4.023875155,4.97482942,both
2512200,Prata,PB,6,2.15421429,2.15421429,both
2512309,Princesa Isabel,PB,6,3.2051504250000002,3.31344064,both
2512408,Puxinanã,PB,2,0.75080689,0.75080689,both
2512507,Queimadas,PB,2,0.75916218,1.01808235,both
2512606,Quixaba,PB,10,4.23862493,4.23862493,both
2512705,Remígio,PB,2,0.81699206,0.81699206,both
2512721,Pedro Régis,PB,2,0.14697275,0.14697275,both
2512747,Riachão,PB,2,0.28413097,0.28413097,both
2512754,Riachão do Bacamarte,PB,2,0.7040548,0.7040548,both
2512762,Riachão do Poço,PB,2,0.24582806,0.24582806,both
2512788,Riacho de Santo Antônio,PB,4,1.36393511,1.36393511,both
2512804,Riacho dos Cavalos,PB,8,3.9643085,3.9643085,both
2512903,Rio Tinto,PB,2,0.090222485,0.09543281,both
2513000,Salgadinho,PB,6,2.04690981,2.04690981,both
2513109,Salgado de São Félix,PB,2,0.43565278,0.43565278,both
2513158,Santa Cecília,PB,2,0.801501915,1.02258857,both
2513208,Santa Cruz,PB,6,2.87633683,2.87633683,both
2513307,Santa Helena,PB,4,1.51320381,1.51320381,both
2513356,Santa Inês,PB,8,3.047010095,3.1241792,both
2513406,Santa Luzia,PB,8,3.56114219,4.15497814,both
2513505,Santana de Mangueira,PB,6,3.371317465,3.38075237,both
2513604,Santana dos Garrotes,PB,6,3.4393333,3.4393333,both
2513653,Joca Claudino,PB,4,1.80948809,1.80948809,both
2513703,Santa Rita,PB,2,0.126413102,0.16978552,both
2513802,Santa Teresinha,PB,12,5.90184437,5.97830937,both
2513851,Santo André,PB,4,1.42814881,1.42814881,both
2513901,São Bento,PB,8,3.68689403,3.68689403,both
2513927,São Bentinho,PB,10,5.20858984,5.20858984,both
2513943,São Domingos do Cariri,PB,2,1.08905539,1.08905539,both
2513968,São Domingos,PB,8,3.46552573,3.46552573,both
2513984,São Francisco,PB,6,2.76565268,2.76565268,both
2514008,São João do Cariri,PB,4,1.11280695,1.11890913,both
2514107,São João do Tigre,PB,4,1.2934314633333335,1.36590658,both
2514206,São José da Lagoa Tapada,PB,6,2.62849446,2.88929222,both
2514305,São José de Caiana,PB,6,2.74931761,2.74931761,both
2514404,São José de Espinharas,PB,12,5.611615324000001,6.02590637,both
2514453,São José dos Ramos,PB,2,0.37791678,0.37791678,both
2514503,São José de Piranhas,PB,6,2.3804408625,2.73579894,both
2514552,São José de Princesa,PB,6,3.25485972,3.33456357,both
2514602,São José do Bonfim,PB,10,5.20267542,5.20267542,both
2514651,São José do Brejo do Cruz,PB,6,2.48429526,2.48429526,both
2514701,São José do Sabugi,PB,8,3.58634888,3.58634888,both
2514800,São José dos Cordeiros,PB,4,1.3909724533333332,1.48475826,both
2514909,São Mamede,PB,10,4.1600476366666665,4.95793108,both
2515005,São Miguel de Taipu,PB,2,0.29201687,0.29201687,both
2515104,São Sebastião de Lagoa de Roça,PB,2,0.65702108,0.65702108,both
2515203,São Sebastião do Umbuzeiro,PB,4,1.209033625,1.25465915,both
2515302,Sapé,PB,2,0.23512578,0.23512578,both
2515401,São Vicente do Seridó,PB,4,1.69824066,1.69824066,both
2515500,Serra Branca,PB,4,1.2544713933333334,1.27747192,both
2515609,Serra da Raiz,PB,2,0.38045153,0.38045153,both
2515708,Serra Grande,PB,6,2.74931761,2.74931761,both
2515807,Serra Redonda,PB,2,0.79079963,0.79079963,both
2515906,Serraria,PB,2,0.58858279,0.58858279,both
2515930,Sertãozinho,PB,2,0.24695462,0.24695462,both
2515971,Sobrado,PB,2,0.24582806,0.24582806,both
2516003,Solânea,PB,2,0.59280738,0.59280738,both
2516102,Soledade,PB,4,1.3798007733333335,1.54700049,both
2516151,Sossêgo,PB,4,1.29352534,1.29352534,both
2516201,Sousa,PB,6,2.0948588625,2.3251692,both
2516300,Sumé,PB,4,1.624338576,1.81033301,both
2516409,Tacima,PB,2,0.21935399,0.21935399,both
2516508,Taperoá,PB,6,1.7205840300000002,2.07141241,both
2516607,Tavares,PB,8,3.32752259,3.32752259,both
2516706,Teixeira,PB,8,3.53171091,3.53171091,both
2516755,Tenório,PB,4,1.66557053,1.66557053,both
2516805,Triunfo,PB,4,1.56981326,1.56981326,both
2516904,Uiraúna,PB,6,2.09169042,2.09169042,both
2517001,Umbuzeiro,PB,2,0.44776326,0.44776326,both
2517100,Várzea,PB,10,4.12850406,4.12850406,both
2517209,Vieirópolis,PB,6,2.48485854,2.48485854,both
2517407,Zabelê,PB,4,1.32619547,1.32619547,both
2600054,Abreu e Lima,PE,2,0.2447015,0.2447015,both
2600104,Afogados da Ingazeira,PE,8,3.76856935,3.76856935,both
2600203,Afrânio,PE,4,1.5952311799999999,1.73626194,both
2600302,Agrestina,PE,4,1.11552946,1.11552946,both
2600401,Água Preta,PE,2,0.43931409000000005,0.61449358,both
2600500,Águas Belas,PE,4,1.2946518983333333,1.36787805,both
2600609,Alagoinha,PE,4,1.3963236,1.3963236,both
2600708,Aliança,PE,2,0.31060504,0.31060504,both
2600807,Altinho,PE,4,1.105108815,1.11552946,both
2600906,Amaraji,PE,2,0.572811,0.572811,both
2601003,Angelim,PE,2,0.7646072,0.7646072,both
2601052,Araçoiaba,PE,2,0.22048055,0.22048055,both
2601102,Araripina,PE,6,2.1376231936363634,2.46035595,both
2601201,Arcoverde,PE,4,1.09553309,1.09553309,both
2601300,Barra de Guabiraba,PE,2,0.67082139,0.67082139,both
2601409,Barreiros,PE,2,0.20161073,0.20161073,both
2601508,Belém de Maria,PE,2,0.89049986,0.89049986,both
2601607,Belém do São Francisco,PE,6,2.134161592,2.90506401,both
2601706,Belo Jardim,PE,4,1.6741886879999999,1.83680708,both
2601805,Betânia,PE,6,2.2160944157142857,2.54118635,both
2601904,Bezerros,PE,4,0.8384905133333334,1.15862024,both
2602001,Bodocó,PE,6,1.97247261,2.51781031,both
2602100,Bom Conselho,PE,4,1.01723743,1.29127223,both
2602209,Bom Jardim,PE,2,0.37622694,0.37622694,both
2602308,Bonito,PE,2,0.809528625,0.90599,both
2602407,Brejão,PE,2,0.83332713,0.83332713,both
2602506,Brejinho,PE,8,3.48833849,3.48833849,both
2602605,Brejo da Madre de Deus,PE,4,1.3622452725,1.39238065,both
2602704,Buenos Aires,PE,2,0.39566004,0.39566004,both
2602803,Buíque,PE,4,1.290286495,1.65824792,both
2602902,Cabo de Santo Agostinho,PE,2,0.29661697000000004,0.32215224,both
2603009,Cabrobó,PE,4,1.327575506,1.64332105,both
2603108,Cachoeirinha,PE,4,1.37858034,1.37858034,both
2603207,Caetés,PE,4,1.10116587,1.16763269,both
2603306,Calçado,PE,4,1.06342624,1.06342624,both
2603405,Calumbi,PE,6,2.92928497,2.92928497,both
2603454,Camaragibe,PE,2,0.2331543,0.2331543,both
2603504,Camocim de São Félix,PE,2,0.93753358,0.93753358,both
2603603,Camutanga,PE,2,0.33088306,0.33088306,both
2603702,Canhotinho,PE,2,0.63040619,0.7646072,both
2603801,Capoeiras,PE,4,1.379566075,1.4374429,both
2603900,Carnaíba,PE,8,3.3324982166666666,3.89924987,both
2603926,Carnaubeira da Penha,PE,6,2.61666562,2.78790217,both
2604007,Carpina,PE,2,0.32637683,0.32637683,both
2604106,Caruaru,PE,4,1.1962794014285714,1.36168199,both
2604155,Casinhas,PE,2,0.45931046,0.45931046,both
2604205,Catende,PE,2,0.754609015,0.89303461,both
2604304,Cedro,PE,6,2.39304421,2.39304421,both
2604403,Chã de Alegria,PE,2,0.29764965,0.29764965,both
2604502,Chã Grande,PE,2,0.46663308,0.46663308,both
2604601,Condado,PE,2,0.22555005,0.22555005,both
2604700,Correntes,PE,2,0.63533487,0.63533487,both
2604809,Cortês,PE,2,0.61336703,0.61336703,both
2604908,Cumaru,PE,2,0.44213048,0.51929958,both
2605004,Cupira,PE,2,0.84290286,0.84290286,both
2605103,Custódia,PE,6,2.180004384285714,2.63328232,both
2605152,Dormentes,PE,4,1.4179585981818181,1.82019037,both
2605202,Escada,PE,2,0.47057603,0.47057603,both
2605301,Exu,PE,4,2.054594537142857,2.33502657,both
2605400,Feira Nova,PE,2,0.36496138,0.36496138,both
2605459,Fernando de Noronha,PE,2,0.15316881,0.15316881,both
2605509,Ferreiros,PE,2,0.3066621,0.3066621,both
2605608,Flores,PE,6,2.523217782,2.76424448,both
2605707,Floresta,PE,6,2.449446137894737,3.11713822,both
2605806,Frei Miguelinho,PE,2,0.69109941,0.69109941,both
2605905,Gameleira,PE,2,0.44860818,0.44860818,both
2606002,Garanhuns,PE,4,0.9517563499999999,1.01357612,both
2606101,Glória do Goitá,PE,2,0.36496138,0.36496138,both
2606200,Goiana,PE,2,0.19785554333333333,0.20273729,both
2606309,Granito,PE,6,2.3012298749999998,2.34741868,both
2606408,Gravatá,PE,2,0.4957827225,0.67082139,both
2606507,Iati,PE,4,1.194106755,1.26395324,both
2606606,Ibimirim,PE,4,2.15515309,2.39248093,both
2606705,Ibirajuba,PE,4,0.93105588,0.93105588,both
2606804,Igarassu,PE,2,0.23024403333333332,0.2447015,both
2606903,Iguaracy,PE,8,2.786071515,3.01433997,both
2607000,Inajá,PE,4,2.0481067775,2.37445603,both
2607109,Ingazeira,PE,8,3.273729535,3.45623164,both
2607208,Ipojuca,PE,2,0.5030583966666666,0.61167719,both
2607307,Ipubi,PE,4,1.89271243,2.13421792,both
2607406,Itacuruba,PE,6,2.2292711,2.27588236,both
2607505,Itaíba,PE,4,1.9651992825,2.266025,both
2607604,Ilha de Itamaracá,PE,2,0.18217763,0.18217763,both
2607653,Itambé,PE,2,0.271598035,0.33088306,both
2607703,Itapetim,PE,8,2.591318105,2.82338869,both
2607752,Itapissuma,PE,2,0.18217763,0.18217763,both
2607802,Itaquitinga,PE,2,0.19090845,0.19090845,both
2607901,Jaboatão dos Guararapes,PE,2,0.20893334,0.20893334,both
2607950,Jaqueira,PE,2,0.71644692,0.71644692,both
2608008,Jataúba,PE,4,1.2805699475,1.33436301,both
2608057,Jatobá,PE,4,1.030615285,1.05807509,both
2608107,João Alfredo,PE,2,0.38664759,0.38664759,both
2608206,Joaquim Nabuco,PE,2,0.61449358,0.61449358,both
2608255,Jucati,PE,4,1.17242055,1.17242055,both
2608305,Jupi,PE,4,1.06342624,1.06342624,both
2608404,Jurema,PE,2,0.62885717,0.62885717,both
2608453,Lagoa do Carro,PE,2,0.37341055,0.37341055,both
2608503,Lagoa de Itaenga,PE,2,0.32637683,0.32637683,both
2608602,Lagoa do Ouro,PE,2,0.67363778,0.70940594,both
2608701,Lagoa dos Gatos,PE,2,0.80347339,0.89049986,both
2608750,Lagoa Grande,PE,4,1.8584932855555556,2.05310587,both
2608800,Lajedo,PE,4,0.8648707,0.8648707,both
2608909,Limoeiro,PE,2,0.3701717,0.37341055,both
2609006,Macaparana,PE,2,0.41931772,0.41931772,both
2609105,Machados,PE,2,0.37622694,0.37622694,both
2609154,Manari,PE,4,1.91876404,1.91876404,both
2609204,Maraial,PE,2,0.37791678,0.37791678,both
2609303,Mirandiba,PE,6,2.28306416,2.43979629,both
2609402,Moreno,PE,2,0.25202412,0.25202412,both
2609501,Nazaré da Mata,PE,2,0.3182093,0.3182093,both
2609600,Olinda,PE,2,0.20442712,0.20442712,both
2609709,Orobó,PE,2,0.36242663,0.36242663,both
2609808,Orocó,PE,4,0.9295538066666666,1.13580747,both
2609907,Ouricuri,PE,6,2.2794786792307695,2.66538918,both
2610004,Palmares,PE,2,0.62378767,0.70518136,both
2610103,Palmeirina,PE,2,0.62857554,0.62857554,both
2610202,Panelas,PE,2,0.7901424766666666,0.85501334,both
2610301,Paranatama,PE,2,0.93584374,0.93584374,both
2610400,Parnamirim,PE,6,1.9316631119999998,2.35952916,both
2610509,Passira,PE,2,0.35651221,0.35651221,both
2610608,Paudalho,PE,2,0.26188149,0.26188149,both
2610707,Paulista,PE,2,0.22639497,0.22639497,both
2610806,Pedra,PE,4,1.10493983,1.25240604,both
2610905,Pesqueira,PE,4,1.386466232,1.54756377,both
2611002,Petrolândia,PE,6,1.9360566819999998,2.24856338,both
2611101,Petrolina,PE,6,2.223044429130435,3.13037526,both
2611200,Poção,PE,4,1.32591383,1.32591383,both
2611309,Pombos,PE,2,0.36566548,0.39509676,both
